id,name,cost,attack,health,ability,evolved_ability,class,type,tribes
10323110,Congregant of Usurpation,4,3,3,"Fanfare: Add a Gilded Goblet and Gilded Boots to your hand.
Whenever you play or Fuse a Loot card, deal 3 damage to a random enemy follower.
Evolve: Recover 1 play point.","Fanfare: Add a Gilded Goblet and Gilded Boots to your hand.
Whenever you play or Fuse a Loot card, deal 3 damage to a random enemy follower.
Evolve: Recover 1 play point.",Swordcraft,Follower,
10453310,Corruption,5,0,0,Give all followers on the field -2/-2. Give yourself and your opponent Crest: Corruption. Super Skybound Art - Destroy your Crest: Corruption.,,Abysscraft,Spell,
10441310,Crescent Tube Ride,2,0,0,Gain Crest: Crescent Tube Ride.,,Dragoncraft,Spell,
10551120,Crimson Soulmancer,4,3,2,"Fanfare: Reanimate (2).
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Reanimate (2).
Evolve: Replicate the effects of this card's Fanfare ability.",Abysscraft,Follower,
10331310,Crystal Gazing,4,0,0,Gain Crest: Crystal Gazing.,,Runecraft,Spell,
10631110,Crystalspawn,1,1,1,Rush,Rush,Runecraft,Follower,Encroacher
10251120,Cultivator of Malice,1,1,1,Last Words: Add a Ghost to your hand.,Last Words: Add a Ghost to your hand.,Abysscraft,Follower,
10413110,"Cupitan, Iridescent Archer",4,3,2,"Fanfare: Skybound Art - Evolve this follower. Super Skybound Art - Deal 3 damage to the enemy leader.
When this follower evolves, do this 7 times: ""Deal 1 damage to a random enemy follower.""","Fanfare: Skybound Art - Evolve this follower. Super Skybound Art - Deal 3 damage to the enemy leader.
When this follower evolves, do this 7 times: ""Deal 1 damage to a random enemy follower.""",Forestcraft,Follower,
10213110,"Cynthia, Chivalrous Elf",4,4,3,"Fanfare: Summon 2 copies of Fairy.
Evolve: Give all allied Pixie followers on the field +1/+0.","Fanfare: Summon 2 copies of Fairy.
Evolve: Give all allied Pixie followers on the field +1/+0.",Forestcraft,Follower,
10261120,"Damus, Oracle of Malice",2,2,2,"Fanfare: Select an enemy follower on the field and give it ""At the end of your turn, destroy this card.""","Fanfare: Select an enemy follower on the field and give it ""At the end of your turn, destroy this card.""",Havencraft,Follower,
10603210,Dark Dimensions,4,0,0,"Countdown (2)
At the end of your turn, deal 2 damage to all non-Encroacher followers.",,Neutral,Amulet,
10201310,Dark Side,2,0,0,Select a follower on the field and give it +2/-2.,,Neutral,Spell,
10162210,Darkhaven Grace,2,0,0,Engage (1): Select an allied follower on the field and give it +1/+1. Restore 1 defense to your leader.,,Havencraft,Spell,
10151150,Darkseal Demon,5,4,4,"Fanfare: Draw 2 cards. Deal 2 damage to your leader.
Evolve: Select an enemy follower on the field and deal it 6 damage.","Fanfare: Draw 2 cards. Deal 2 damage to your leader.
Evolve: Select an enemy follower on the field and deal it 6 damage.",Abysscraft,Follower,
10631120,Daydream Librarian,6,2,2,"Fanfare: Summon a Caravan Mammoth.
Super-Evolve: Give all other allied followers on the field Rush.","Fanfare: Summon a Caravan Mammoth.
Super-Evolve: Give all other allied followers on the field Rush.",Runecraft,Follower,
10031110,Dazzling Runeknight,3,2,2,"Fanfare: Select a Mode to activate.
1. Spellboost your hand 2 times.
2. Earth Rite (1) - Give this follower +2/+2 and Ward.","Fanfare: Select a Mode to activate.
1. Spellboost your hand 2 times.
2. Earth Rite (1) - Give this follower +2/+2 and Ward.",Runecraft,Follower,
10463210,De La Fille's Gleaming Gems,3,0,0,"Engage: Destroy this card. Select a Mode to activate.
1. Destroy a random enemy follower.
2. Draw 2 cards.",,Havencraft,Spell,
10642110,Decisive Swordmaster,4,4,5,"Fanfare: Select a card in your hand and discard it.
Rush
Barrier","Fanfare: Select a card in your hand and discard it.
Rush
Barrier",Dragoncraft,Follower,
90011310,Deepwood Bounty,0,0,0,Restore 1 defense to your leader.,,Forestcraft,Spell,
10111130,Deepwood Fairy Beast,8,4,4,Fanfare: Draw a card. Restore X defense to your leader. X is the number of cards in your hand.,Fanfare: Draw a card. Restore X defense to your leader. X is the number of cards in your hand.,Forestcraft,Follower,
90004130,Demon of Purgatory,5,9,6,Fanfare: Select 2 enemy followers on the field and deal 6 damage to them and the enemy leader.,Fanfare: Select 2 enemy followers on the field and deal 6 damage to them and the enemy leader.,Neutral,Follower,
10133320,Demonic Call,7,0,0,"On Spellboost: Reduce the cost of this card by 1.
Summon a Demonic Shikigami.",,Runecraft,Spell,
90031140,Demonic Shikigami,3,3,3,"Rush
Last Words: Spellboost your hand.","Rush
Last Words: Spellboost your hand.",Runecraft,Follower,Shikigami
10653310,Depletive Eld Sight,3,0,0,"Select a Mode to activate.
1. Recover 1 evolution point.
2. Deal 2 damage to all enemy followers.",,Abysscraft,Spell,Encroacher
10653110,Deprived Destroyer,5,3,3,"Fanfare: Select another allied follower on the field. If you selected one, destroy it and evolve this follower.
When this follower evolves, summon a Bat and evolve it.","Fanfare: Select another allied follower on the field. If you selected one, destroy it and evolve this follower.
When this follower evolves, summon a Bat and evolve it.",Abysscraft,Follower,
90074320,Depths of the Eld Axe,0,0,0,"Select an allied follower on the field with a base cost of 5 or more, add a copy of it to your hand without revealing it, and reduce the cost of the copy by 3.",,Portalcraft,Spell,Encroacher
90044330,Depths of the Eld Blades,2,0,0,"When this card is discarded, deal 1 damage to the enemy leader and restore 1 defense to your leader.
Deal 1 damage to the enemy leader. Restore 1 defense to your leader.",,Dragoncraft,Spell,Encroacher
90034330,Depths of the Eld Crystals,6,0,0,"Summon a Crystalspawn and give it +X/+X. Restore Y defense to your leader. Deal Z damage to the enemy leader. X, Y, and Z are determined randomly and add up to your faith's value.",,Runecraft,Spell,Encroacher
90014330,Depths of the Eld Lance,1,0,0,Select an unevolved allied follower on the field and evolve it.,,Forestcraft,Spell,Encroacher
90054330,Depths of the Eld Sight,1,0,0,Draw 2 cards.,,Abysscraft,Spell,Encroacher
90024320,Depths of the Eld Sword,0,0,0,"Select an enemy follower on the field and deal it 1 damage.
Enhance (1): Deal 3 damage instead.",,Swordcraft,Spell,Encroacher
90064320,Depths of the Eld Tome,1,0,0,"Select a card on the field and destroy it. If you selected an allied amulet, deal 2 damage to the enemy leader and add a Depths of the Eld Tome to your hand.",,Havencraft,Spell,Encroacher
10562120,Desperate Shrinemouse,5,1,3,"Fanfare: Draw a card.
During your turn, whenever you draw a card, deal 1 damage to all enemy followers.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Draw a card.
During your turn, whenever you draw a card, deal 1 damage to all enemy followers.
Evolve: Replicate the effects of this card's Fanfare ability.",Havencraft,Follower,
10001210,Detective's Lens,2,0,0,Engage: Destroy this card. Select an enemy follower on the field and remove Ward from it.,,Neutral,Spell,
10373310,Devastating Soprano,2,0,0,"Select an allied card on the field and destroy it. Summon a White Psalm, New Revelation.",,Portalcraft,Spell,
10652120,Devilish Heartbreaker,4,4,5,"Enhance (7): Give this follower Storm.
Evolve: Select an enemy follower on the field and deal it 4 damage.","Enhance (7): Give this follower Storm.
Evolve: Select an enemy follower on the field and deal it 4 damage.",Abysscraft,Follower,
10051130,Devious Lesser Mummy,2,2,2,Fanfare: Necromancy (4) - Give this follower Storm.,Fanfare: Necromancy (4) - Give this follower Storm.,Abysscraft,Follower,
10371110,Devotee of Destruction,4,4,4,"Fanfare: Give this follower +X/+X. X is the number of other allied cards on the field. Destroy all other allied cards on the field.
Ward","Fanfare: Give this follower +X/+X. X is the number of other allied cards on the field. Destroy all other allied cards on the field.
Ward",Portalcraft,Follower,
10341110,Devotee of Disdain,2,2,2,"During your turn, whenever this follower takes damage but isn't destroyed, draw a Dragoncraft follower.","During your turn, whenever this follower takes damage but isn't destroyed, draw a Dragoncraft follower.",Dragoncraft,Follower,
10351110,Devotee of Entwining,3,1,1,"Fanfare: Select a Mode to activate.
1. Deal 1 damage to all enemy followers.
2. Give this follower +2/+2.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select a Mode to activate.
1. Deal 1 damage to all enemy followers.
2. Give this follower +2/+2.
Evolve: Replicate the effects of this card's Fanfare ability.",Abysscraft,Follower,
10361110,Devotee of Repose,2,0,4,Fanfare: Gain Crest: Devotee of Repose.,Fanfare: Gain Crest: Devotee of Repose.,Havencraft,Follower,
10331110,Devotee of Truth,2,2,2,"Fanfare: If this card's cost isn't 2, restore 3 defense to your leader.","Fanfare: If this card's cost isn't 2, restore 3 defense to your leader.",Runecraft,Follower,
10311110,Devotee of Unkilling,2,2,2,"Fanfare: Select an enemy follower on the field and give it -0/-1.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select an enemy follower on the field and give it -0/-1.
Evolve: Replicate the effects of this card's Fanfare ability.",Forestcraft,Follower,
10321110,Devotee of Usurpation,2,2,1,"Fanfare: Add a Gilded Boots to your hand.
Last Words: Add a Gilded Goblet to your hand.","Fanfare: Add a Gilded Boots to your hand.
Last Words: Add a Gilded Goblet to your hand.",Swordcraft,Follower,
10134310,Dimension Climb,18,0,0,"On Spellboost: Reduce the cost of this card by 1.
Return your hand to deck. Draw 5 cards. Spellboost your hand 5 times. Fully recover your play points.",,Runecraft,Spell,
10171120,"Dirk, Metal Mercenary",5,5,5,Fanfare: Summon a Fortifier Artifact.,Fanfare: Summon a Fortifier Artifact.,Portalcraft,Follower,
10601120,Disrupted Commoner,5,4,4,"Fanfare: Select an enemy follower on the field and destroy it.
Bane","Fanfare: Select an enemy follower on the field and destroy it.
Bane",Neutral,Follower,
10262310,Divine Guard,1,0,0,Select an allied follower on the field with Ward and give it +0/+1. Deal X damage to a random enemy follower. X is the selected follower's defense.,,Havencraft,Spell,
10103310,Divine Thunder,4,0,0,Destroy a random enemy follower with the highest attack. Deal 1 damage to all enemy followers.,,Neutral,Spell,
10303110,Dogged One,3,3,1,"Activates in hand. When an enemy follower super-evolves, give this follower Storm.
Rush","Activates in hand. When an enemy follower super-evolves, give this follower Storm.
Rush",Neutral,Follower,
90072130,Doll Slayer,1,1,1,"Ambush
Last Words: Summon a Vier, Heart Slayer.","Ambush
Last Words: Summon a Vier, Heart Slayer.",Portalcraft,Follower,Puppetry
10172320,Doomwright Resurgence,5,0,0,"Select 2 Artifact followers in your hand that cost 5 or less, summon an exact copy of each, and give the exact copies ""At the end of your opponent's turn, destroy this card.""",,Portalcraft,Spell,
10162220,Dose of Holiness,3,0,0,Engage: Destroy this card. Select an enemy follower on the field and deal it 4 damage. Restore 1 defense to your leader.,,Havencraft,Spell,
10042110,Draconic Berserker,4,4,5,"Evolve: Select an enemy follower on the field and deal it 4 damage.
Super-Evolve: Deal damage to all enemy followers instead.","Evolve: Select an enemy follower on the field and deal it 4 damage.
Super-Evolve: Deal damage to all enemy followers instead.",Dragoncraft,Follower,
10243310,Draconic Strike,6,0,0,Select a card in your hand and reduce its cost by 2. Deal 3 damage to all enemy followers.,,Dragoncraft,Spell,
10042310,Dragonsign,3,0,0,"Gain 1 max play point. Then, if you have 10 max play points, draw a card.",,Dragoncraft,Spell,
10211120,Dwarven Malletman,5,5,5,Fanfare: Select an enemy follower on the field and deal it 4 damage. Combo (3) - Deal damage to all enemy followers instead.,Fanfare: Select an enemy follower on the field and deal it 4 damage. Combo (3) - Deal damage to all enemy followers instead.,Forestcraft,Follower,
10133130,"Edelweiss, Sagelight Ward",4,2,2,"Fanfare: Earth Rite (2) - Evolve this follower.
When this follower evolves, deal 4 damage to a random enemy follower and recover 2 play points.","Fanfare: Earth Rite (2) - Evolve this follower.
When this follower evolves, deal 4 damage to a random enemy follower and recover 2 play points.",Runecraft,Follower,
10111150,Elder Sagebrush,4,3,3,Fanfare: Deal 3 damage to a random enemy follower. Combo (3) - Deal damage to 3 random enemy followers instead.,Fanfare: Deal 3 damage to a random enemy follower. Combo (3) - Deal damage to 3 random enemy followers instead.,Forestcraft,Follower,
10072110,Electric Whip Lass,2,1,3,Fanfare: Add a Gear of Remembrance to your hand.,Fanfare: Add a Gear of Remembrance to your hand.,Portalcraft,Follower,
10171110,"Elise, Electrifying Inventor",1,1,1,Last Words: Add a Gear of Remembrance to your hand.,Last Words: Add a Gear of Remembrance to your hand.,Portalcraft,Follower,
10433110,"Elmott, Remembrance Aflame",3,2,1,"Fanfare: Select an enemy follower on the field, remove all abilities from it, and deal it 3 damage.
Super-Evolve: Gain Crest: Elmott, Remembrance Aflame.","Fanfare: Select an enemy follower on the field, remove all abilities from it, and deal it 3 damage.
Super-Evolve: Gain Crest: Elmott, Remembrance Aflame.",Runecraft,Follower,
10132120,"Emmylou, Witch of Wonder",5,2,2,"On Spellboost: Reduce the cost of this card by 1.
Evolve: Summon a Clay Golem. Deal X damage to all enemy followers. X is the number of allied Golem followers on the field.","On Spellboost: Reduce the cost of this card by 1.
Evolve: Summon a Clay Golem. Deal X damage to all enemy followers. X is the number of allied Golem followers on the field.",Runecraft,Follower,
10533110,Emperor of Elements,7,4,4,"Fanfare: Summon 2 copies of Guardian Golem.
Whenever an allied Golem follower enters the field, Earth Rite (1) - Evolve it.","Fanfare: Summon 2 copies of Guardian Golem.
Whenever an allied Golem follower enters the field, Earth Rite (1) - Evolve it.",Runecraft,Follower,
10232120,Enchanting Perfumer,4,3,3,"Fanfare: Select an enemy follower on the field and deal it 3 damage. Gain an earth sigil.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select an enemy follower on the field and deal it 3 damage. Gain an earth sigil.
Evolve: Replicate the effects of this card's Fanfare ability.",Runecraft,Follower,
10602210,Encroached World,3,0,0,Engage: Select a card in your hand and transform it into an exact copy of a random card in your opponent's deck.,,Neutral,Spell,
10271110,Engineblade Maven,6,4,5,"Fanfare: Summon a Striker Artifact. Add a Gear of Remembrance to your hand.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Summon a Striker Artifact. Add a Gear of Remembrance to your hand.
Evolve: Replicate the effects of this card's Fanfare ability.",Portalcraft,Follower,
90071120,Enhanced Puppet,1,3,3,"Rush
At the end of your opponent's turn, destroy this card.","Rush
At the end of your opponent's turn, destroy this card.",Portalcraft,Follower,Puppetry
10632110,Enraptured Student,5,3,4,"Fanfare: Summon 2 copies of Crystalspawn.
Whenever an allied Crystalspawn enters the field, restore 1 defense to your leader.","Fanfare: Summon 2 copies of Crystalspawn.
Whenever an allied Crystalspawn enters the field, restore 1 defense to your leader.",Runecraft,Follower,
10351120,Ephemeral Demon Princess,8,4,6,"Fanfare: Select 2 enemy followers on the field and destroy them. Deal 4 damage to your leader.
Storm","Fanfare: Select 2 enemy followers on the field and destroy them. Deal 4 damage to your leader.
Storm",Abysscraft,Follower,
10313310,Eradicating Arrow,1,0,0,"Do this X times: ""Give a random enemy follower on the field -0/-1."" X is your Combo.",,Forestcraft,Spell,
10121120,"Ernesta, Peace Hawker",6,4,6,"Fanfare: Give all other allied followers on the field +1/+1.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Give all other allied followers on the field +1/+1.
Evolve: Replicate the effects of this card's Fanfare ability.",Swordcraft,Follower,
10544110,"Erntz, Governing Justice",10,8,8,"Ward
At the end of your turn, if this follower is unevolved, deal 8 damage to 2 random enemy followers and restore 8 defense to your leader. If this follower is evolved, deal 8 damage to the enemy leader.
Evolve: Remove Ward from this follower. Give it Intimidate.","Ward
At the end of your turn, if this follower is unevolved, deal 8 damage to 2 random enemy followers and restore 8 defense to your leader. If this follower is evolved, deal 8 damage to the enemy leader.
Evolve: Remove Ward from this follower. Give it Intimidate.",Dragoncraft,Follower,
90034310,Ersatz Elimination,4,0,0,Increase the cost of all followers in your hand by 1. Destroy all enemy followers.,,Runecraft,Spell,
10174110,"Eudie, Maiden Reborn",3,3,3,"Fanfare: Draw a card.
Evolve: Gain Crest: Eudie, Maiden Reborn.","Fanfare: Draw a card.
Evolve: Gain Crest: Eudie, Maiden Reborn.",Portalcraft,Follower,
10472110,"Eustace, Howl of Thunder",5,5,4,"Fanfare: Skybound Art - Select another unevolved allied follower on the field and evolve it and this follower.
Clash: Deal 3 damage to the opposing follower.","Fanfare: Skybound Art - Select another unevolved allied follower on the field and evolve it and this follower.
Clash: Deal 3 damage to the opposing follower.",Portalcraft,Follower,
10414110,"Ewiyar, Wind Personified",2,2,1,"Fanfare: Skybound Art - Recover 1 evolution point.
Rush","Fanfare: Skybound Art - Recover 1 evolution point.
Rush",Forestcraft,Follower,
10253120,"Exella, Nocturnal General",4,1,3,"Fanfare: Give this follower +X/+0. X is the number of other allied followers on the field. Deal 2 damage to your leader.
Storm","Fanfare: Give this follower +X/+0. X is the number of other allied followers on the field. Deal 2 damage to your leader.
Storm",Abysscraft,Follower,
10521310,Extravagance of the Goldbloom,2,0,0,"Select a spell in your hand and discard it. Do this 2 times: ""Deal 3 damage to a random enemy follower.""",,Swordcraft,Spell,
10142120,"Eyfa, Windrider",3,2,1,"Fanfare: If you're in Overflow, give this follower Intimidate.
Storm","Fanfare: If you're in Overflow, give this follower Intimidate.
Storm",Dragoncraft,Follower,
10432110,"Ezecrain, Portent of Vengeance",6,6,5,Fanfare: Select 2 enemy followers on the field and deal them 4 damage. Gain 2 earth sigils.,Fanfare: Select 2 enemy followers on the field and deal them 4 damage. Gain 2 earth sigils.,Runecraft,Follower,
90011110,Fairy,1,1,1,Rush,Rush,Forestcraft,Follower,Pixie
10512120,Fairy Beastwhisperer,5,2,6,"Rush
Bane
Drain","Rush
Bane
Drain",Forestcraft,Follower,
10111310,Fairy Convocation,1,0,0,Add 2 copies of Fairy to your hand.,,Forestcraft,Spell,
10212120,Fairy Fencer,2,2,2,"Activates in hand. Whenever an allied follower super-evolves, set the cost of this card to 1.
Fanfare: Add a Fairy to your hand.","Activates in hand. Whenever an allied follower super-evolves, set the cost of this card to 1.
Fanfare: Add a Fairy to your hand.",Forestcraft,Follower,
10011110,Fairy Tamer,2,1,1,Fanfare: Add 2 copies of Fairy to your hand.,Fanfare: Add 2 copies of Fairy to your hand.,Forestcraft,Follower,
10143210,Fan of Otohime,1,0,0,Engage (3): Summon an Otohime's Bodyguard. Select a card in your hand and discard it.,,Dragoncraft,Spell,
90044320,Fangs of Ardent Destruction,0,0,0,Deal 1 damage to all followers.,,Dragoncraft,Spell,
10503310,Fate of the World,5,0,0,"Draw 2 cards. Destroy a random enemy follower with the highest attack.
Enhance (10): Deal 4 damage to all enemies.",,Neutral,Spell,
10111110,Fay Twinkletoes,2,2,1,Fanfare: Combo (3) - Give all other allied followers on the field +1/+1.,Fanfare: Combo (3) - Give all other allied followers on the field +1/+1.,Forestcraft,Follower,
10621110,Fearless Soldier,2,2,2,"Enhance (3): Give this follower +1/+1.
Rush","Enhance (3): Give this follower +1/+1.
Rush",Swordcraft,Follower,
10422120,"Feather, Bombastic Brawler",3,5,4,,,Swordcraft,Follower,
10161310,Featherfall,6,0,0,Deal 3 damage to all enemy followers. Summon a Holy Falcon.,,Havencraft,Spell,
10454110,"Fediel, Darkness Personified",7,5,5,"Fanfare: Necromancy (6) - Reanimate (2), Reanimate (1), and evolve them.
At the end of your turn, give all enemy followers on the field -2/-2.","Fanfare: Necromancy (6) - Reanimate (2), Reanimate (1), and evolve them.
At the end of your turn, give all enemy followers on the field -2/-2.",Abysscraft,Follower,
10244120,"Fennie, Prismatic Phoenix",8,4,4,Fanfare: Halve the cost of all cards in your deck.,Fanfare: Halve the cost of all cards in your deck.,Dragoncraft,Follower,
10343310,Ferocious Flame,1,0,0,"Select an allied follower on the field and deal it 1 damage. Deal 3 damage to a random enemy follower. If you're in Overflow, draw a Dragoncraft follower.",,Dragoncraft,Spell,
10552110,Fickle Necromancer,3,1,1,"Fanfare: Summon a Ghost and Skeleton.
Evolve: Summon a Rotting Zombie.","Fanfare: Summon a Ghost and Skeleton.
Evolve: Summon a Rotting Zombie.",Abysscraft,Follower,
10372120,Field Scientist,5,3,4,Fanfare: Select a card in your hand and discard it. Draw 3 cards.,Fanfare: Select a card in your hand and discard it. Draw 3 cards.,Portalcraft,Follower,
10244110,"Filene, Whitefrost Bloom",2,2,2,"Fanfare: If you're in Overflow, add a Whitefrost Whisper to your hand.
Bane
Evolve: Deal 1 damage to all enemy followers.","Fanfare: If you're in Overflow, add a Whitefrost Whisper to your hand.
Bane
Evolve: Deal 1 damage to all enemy followers.",Dragoncraft,Follower,
10422130,"Fiorito, Muscles in Bloom",4,2,6,"Ambush
Bane","Ambush
Bane",Swordcraft,Follower,
90041110,Fire Drake Whelp,1,1,1,Intimidate,Intimidate,Dragoncraft,Follower,
10232310,Flames of Chaos,3,0,0,"X starts at 0.
On Spellboost: Increase X by 1.
Deal X damage split between all enemy followers.",,Runecraft,Spell,
10021110,Flashstep Quickblader,1,1,1,Storm,Storm,Swordcraft,Follower,
10141130,Fledgling Dragonslayer,4,2,2,Fanfare: Select an enemy follower on the field and destroy it.,Fanfare: Select an enemy follower on the field and destroy it.,Dragoncraft,Follower,
10272310,Flight of Icarus,1,0,0,"Select an Artifact follower in your hand and give it Rush and ""Last Words: Draw a card.""",,Portalcraft,Spell,
10511310,Flight of the Swarmpetal,2,0,0,Deal 3 damage split between all enemy followers. Add a Fairy to your hand.,,Forestcraft,Spell,
10612310,Floral Offering,5,0,0,"Activates in hand. Whenever an allied follower evolves, reduce the cost of this card by 1.
Draw 2 cards.",,Forestcraft,Spell,
10571120,Flowering Artisan,5,3,3,"Fanfare: Draw a spell.
Whenever you play a spell, deal 3 damage to all enemy followers.","Fanfare: Draw a spell.
Whenever you play a spell, deal 3 damage to all enemy followers.",Portalcraft,Follower,
10512110,Flowering Friendship,2,2,2,Fanfare: Combo (5) - Summon a Flowering Friendship and evolve it and this follower.,Fanfare: Combo (5) - Summon a Flowering Friendship and evolve it and this follower.,Forestcraft,Follower,
10031310,Foresight,1,0,0,Draw a card.,,Runecraft,Spell,
10144120,"Forte, Blackwing Dragoon",6,5,2,"Storm
Intimidate","Storm
Intimidate",Dragoncraft,Follower,
90072120,Fortifier Artifact,3,1,5,"Fuse: Artifact cards
When you Fuse to this card, transform it based on the total cost of the cards fused.
1: Ominous Artifact α
2: Ominous Artifact β
3 or more: Ominous Artifact γ
Ward","Fuse: Artifact cards
When you Fuse to this card, transform it based on the total cost of the cards fused.
1: Ominous Artifact α
2: Ominous Artifact β
3 or more: Ominous Artifact γ
Ward",Portalcraft,Follower,Artifact
10061120,Fox of Purity,2,1,3,Ward,Ward,Havencraft,Follower,
10112310,Fragrantwood Whispers,3,0,0,Add a Deepwood Bounty to your hand. Draw a card.,,Forestcraft,Spell,
10552120,Friendly Blue Ogre,5,3,5,"Fanfare: Select an enemy follower on the field and give it ""Can't attack followers or leaders"" until the end of your opponent's turn. Draw a card.
Evolve: Replicate the effects of this card's Fanfare ability.","Fanfare: Select an enemy follower on the field and give it ""Can't attack followers or leaders"" until the end of your opponent's turn. Draw a card.
Evolve: Replicate the effects of this card's Fanfare ability.",Abysscraft,Follower,
10641120,Fruitfish,2,2,2,"Enhance (6): Summon 2 copies of Fruitfish.
Last Words: Restore 1 defense to your leader.","Enhance (6): Summon 2 copies of Fruitfish.
Last Words: Restore 1 defense to your leader.",Dragoncraft,Follower,
10464110,"Galleon, Earth Personified",3,5,5,"Ward
Can't attack followers or leaders.
At the end of your turn, if you've unlocked super-evolution, evolve a random unevolved allied follower on the field that didn't attack this turn.","Ward
Can't attack followers or leaders.
At the end of your turn, if you've unlocked super-evolution, evolve a random unevolved allied follower on the field that didn't attack this turn.",Havencraft,Follower,
10344120,"Galmieux, Ardor Manifest",5,5,5,"Fanfare: Gain Crest: Galmieux, Ardor Manifest.
Enhance (7): Give this follower Storm.
Once on each of your turns, when this follower takes damage but isn't destroyed, deal 3 damage to a random enemy follower.","Fanfare: Gain Crest: Galmieux, Ardor Manifest.
Enhance (7): Give this follower Storm.
Once on each of your turns, when this follower takes damage but isn't destroyed, deal 3 damage to a random enemy follower.",Dragoncraft,Follower,
10213310,Garden's Allure,2,0,0,"Fuse: Forestcraft cards
Draw a card. If you've Fused to this card, draw 2 instead.",,Forestcraft,Spell,
10144130,"Garyu, Fabled Dragonkin",8,5,5,"Fanfare: Summon a Supreme Golden Dragon and Supreme Silver Dragon.
Super-Evolve: Give all allied copies of Supreme Golden Dragon on the field Storm. Give all allied copies of Supreme Silver Dragon on the field Barrier.","Fanfare: Summon a Supreme Golden Dragon and Supreme Silver Dragon.
Super-Evolve: Give all allied copies of Supreme Golden Dragon on the field Storm. Give all allied copies of Supreme Silver Dragon on the field Barrier.",Dragoncraft,Follower,
90071210,Gear of Ambition,1,0,0,"Fuse: Artifact amulets
When you Fuse to this card, transform it into a Striker Artifact.
Can't be played.",,Portalcraft,Spell,Artifact
90071220,Gear of Remembrance,1,0,0,"Fuse: Artifact amulets
When you Fuse to this card, transform it into a Fortifier Artifact.
Can't be played.",,Portalcraft,Spell,Artifact
10222110,"Gelt, Intrepid Vice-Captain",3,3,3,"Ward
At the end of your turn, if there's a super-evolved allied follower on the field, give all allied followers on the field +1/+1.","Ward
At the end of your turn, if there's a super-evolved allied follower on the field, give all allied followers on the field +1/+1.",Swordcraft,Follower,
10143110,Genesis Dragon Reborn,10,9,10,Storm,Storm,Dragoncraft,Follower,
10011130,Gentle Treant,4,4,4,"Fanfare: Combo (3) - Evolve this follower.
Strike: Restore 2 defense to your leader.","Fanfare: Combo (3) - Evolve this follower.
Strike: Restore 2 defense to your leader.",Forestcraft,Follower,
10504110,"Getenou, Eightfold Glory",8,8,8,"Fanfare: Discard your hand. Select a Mode to activate.
1. Draw 8 cards.
2. Draw 2 cards and reduce their costs by 8.","Fanfare: Discard your hand. Select a Mode to activate.
1. Draw 8 cards.
2. Draw 2 cards and reduce their costs by 8.",Neutral,Follower,
10251310,Ghastly Soiree,2,0,0,"Add a Ghost, Skeleton, and Rotting Zombie to your hand.",,Abysscraft,Spell,
90051130,Ghost,1,1,1,"Storm
When this card leaves the field, banish it.
At the end of your turn, banish this card.","Storm
When this card leaves the field, banish it.
At the end of your turn, banish this card.",Abysscraft,Follower,Departed
10651120,Ghost Dodger,3,3,2,"Rush
Last Words: Add a Ghost to your hand.","Rush
Last Words: Add a Ghost to your hand.",Abysscraft,Follower,
10151140,Ghost Juggler,6,5,5,Fanfare: Reanimate (4).,Fanfare: Reanimate (4).,Abysscraft,Follower,
10224110,"Gildaria, Anathema of Peace",6,4,4,"Fanfare: Rally (20) - Super-evolve this follower.
Whenever another allied follower enters the field, deal 1 damage to all enemy followers.
When this follower evolves, summon 2 copies of Steelclad Knight and give them Rush.","Fanfare: Rally (20) - Super-evolve this follower.
Whenever another allied follower enters the field, deal 1 damage to all enemy followers.
When this follower evolves, summon 2 copies of Steelclad Knight and give them Rush.",Swordcraft,Follower,Anathema
90021310,Gilded Blade,1,0,0,Select an enemy follower on the field or the enemy leader and deal it 1 damage.,,Swordcraft,Spell,Loot
90021330,Gilded Boots,1,0,0,Select an allied follower on the field and give it +1/+0 and Rush.,,Swordcraft,Spell,Loot
90021320,Gilded Goblet,1,0,0,Restore 2 defense to your leader.,,Swordcraft,Spell,Loot
90021340,Gilded Necklace,1,0,0,Select an allied follower on the field and give it +0/+1 and Ward.,,Swordcraft,Spell,Loot
10304120,"Gilnelise, Voracity Manifest",3,0,3,"Fanfare: Select another follower on the field and give it +2/-2. If both players have 10 max play points, add a Sweetness of Voracity to your hand.
Drain
Evolve: Select a follower on the field and give it +2/-2.","Fanfare: Select another follower on the field and give it +2/-2. If both players have 10 max play points, add a Sweetness of Voracity to your hand.
Drain
Evolve: Select a follower on the field and give it +2/-2.",Neutral,Follower,
10254110,"Ginsetsu & Yuzuki, Twin Calamities",9,5,9,"Fanfare: Select a Mode to activate.
1. Summon 4 copies of One-Tailed Fox.
2. Destroy 4 random enemy followers. Restore 4 defense to your leader.","Fanfare: Select a Mode to activate.
1. Summon 4 copies of One-Tailed Fox.
2. Destroy 4 random enemy followers. Restore 4 defense to your leader.",Abysscraft,Follower,
